* 舊版 / 既有技能登錄區
* - 1 到 265 為 repo 原本已存在的技能與舊系統延續技能。
* - 包含玩家技能、法術、職業技能，以及較早就存在的 NPC/猛獸專用技能。
fire_lance              * 技能號碼  61 SLOT_FIRE_LANCE
fire_ice                * 技能號碼  62 SLOT_FIRE_ICE
cloud_fist              * 技能號碼  63 SLOT_CLOUD_FIST
seven_dagger            * 技能號碼  64 SLOT_SEVEN_DAGGER
fly_steps               * 技能號碼  65 SLOT_FLY_STEPS
fole_ken                * 技能號碼  66 SLOT_FOLE_KEN
fonxansword             * 技能號碼  67 SLOT_FONXANSWORD
frost_steps             * 技能號碼  68 SLOT_FROST_STEPS
fuswords                * 技能號碼  69 SLOT_FUSWORDS
g_finger                * 技能號碼  70 SLOT_G_FINGER
ghost_axe               * 技能號碼  71 SLOT_GHOST_AXE
ghost_marial            * 技能號碼  72 SLOT_GHOST_MARIAL
ghost_steps             * 技能號碼  73 SLOT_GHOST_STEPS
ghoststrike             * 技能號碼  74 SLOT_GHOSTSTRIKE
godeagle_claw           * 技能號碼  75 SLOT_GODEAGLE_CLAW
gold_blade              * 技能號碼  76 SLOT_GOLD_BLADE
gsword                  * 技能號碼  77 SLOT_GSWORD
hanzo_blade             * 技能號碼  78 SLOT_HANZO_BLADE
hate_sword              * 技能號碼  79 SLOT_HATE_SWORD
hell_evil               * 技能號碼  80 SLOT_HELL_EVIL
henma_steps             * 技能號碼  81 SLOT_HENMA_STEPS
her_blade               * 技能號碼  82 SLOT_HER_BLADE
hua_sword               * 技能號碼  83 SLOT_HUA_SWORD
hundred_steps           * 技能號碼  84 SLOT_HUNDRED_STEPS
iceblade                * 技能號碼  85 SLOT_ICEBLADE
icefist                 * 技能號碼  86 SLOT_ICEFIST
yu_steps                * 技能號碼  87 SLOT_YU_STEPS
yu_needle               * 技能號碼  88 SLOT_YU_NEEDLE
seven_mind              * 技能號碼  89 SLOT_SEVEN_MIND
icefreeze_strike        * 技能號碼  90 SLOT_ICEFREEZE_STRIKE
wumin_sword             * 技能號碼  91 SLOT_WUMIN_SWORD
seaflow_blade           * 技能號碼  92 SLOT_SEAFLOW_BLADE
rain_throwing           * 技能號碼  93 SLOT_RAIN_THROWING
sha_steps               * 技能號碼  94 SLOT_SHA_STEPS
shadow_kill             * 技能號碼  95 SLOT_SHADOW_KILL
shade_steps             * 技能號碼  96 SLOT_SHADE_STEPS
sky_steps               * 技能號碼  97 SLOT_SKY_STEPS
sun_blade               * 技能號碼  98 SLOT_SUN_BLADE
snow_martial            * 技能號碼  99 SLOT_SNOW_MARTIAL
six_fingers             * 技能號碼 100 SLOT_SIX_FINGERS
sleev_steps             * 技能號碼 101 SLOT_SLEEV_STEPS
shansword               * 技能號碼 102 SLOT_SHANSWORD
make_spring             * 技能號碼 103 SLOT_MAKE_SPRING
make_light              * 技能號碼 104 SLOT_MAKE_LIGHT
cast_armor              * 技能號碼 105 SLOT_CAST_ARMOR
cast_bless              * 技能號碼 106 SLOT_CAST_BLESS
cast_fire               * 技能號碼 107 SLOT_CAST_FIRE
cast_lightning          * 技能號碼 108 SLOT_CAST_LIGHTNING
control_weather         * 技能號碼 109 SLOT_CONTROL_WEATHER
locate_object           * 技能號碼 110 SLOT_LOCATE_OBJECT
summon                  * 技能號碼 111 SLOT_SUMMON
ventriloquate           * 技能號碼 112 SLOT_VENTRILOQUATE
acid_blast              * 技能號碼 113 SLOT_ACID_BLAST
acid_breath             * 技能號碼 114 SLOT_ACID_BREATH
blindness               * 技能號碼 115 SLOT_BLINDNESS
burning_hands           * 技能號碼 116 SLOT_BURNING_HANDS
call_lightning          * 技能號碼 117 SLOT_CALL_LIGHTNING
cause_critical          * 技能號碼 118 SLOT_CAUSE_CRITICAL
cause_light             * 技能號碼 119 SLOT_CAUSE_LIGHT
cause_serious           * 技能號碼 120 SLOT_CAUSE_SERIOUS
change_sex              * 技能號碼 121 SLOT_CHANGE_SEX
charm_person            * 技能號碼 122 SLOT_CHARM_PERSON
chill_touch             * 技能號碼 123 SLOT_CHILL_TOUCH
colour_spray            * 技能號碼 124 SLOT_COLOUR_SPRAY
create_food             * 技能號碼 125 SLOT_CREATE_FOOD
create_water            * 技能號碼 126 SLOT_CREATE_WATER
cure_blindness          * 技能號碼 127 SLOT_CURE_BLINDNESS
cure_critical           * 技能號碼 128 SLOT_CURE_CRITICAL
cure_light              * 技能號碼 129 SLOT_CURE_LIGHT
cure_poison             * 技能號碼 130 SLOT_CURE_POISON
cure_serious            * 技能號碼 131 SLOT_CURE_SERIOUS
curse                   * 技能號碼 132 SLOT_CURSE
detect_evil             * 技能號碼 133 SLOT_DETECT_EVIL
detect_hidden           * 技能號碼 134 SLOT_DETECT_HIDDEN
detect_invis            * 技能號碼 135 SLOT_DETECT_INVIS
detect_magic            * 技能號碼 136 SLOT_DETECT_MAGIC
detect_poison           * 技能號碼 137 SLOT_DETECT_POISON
dispel_evil             * 技能號碼 138 SLOT_DISPEL_EVIL
dispel_magic            * 技能號碼 139 SLOT_DISPEL_MAGIC
earthquake              * 技能號碼 140 SLOT_EARTHQUAKE
enchant_weapon          * 技能號碼 141 SLOT_ENCHANT_WEAPON
energy_drain            * 技能號碼 142 SLOT_ENERGY_DRAIN
faerie_fire             * 技能號碼 143 SLOT_FAERIE_FIRE
faerie_fog              * 技能號碼 144 SLOT_FAERIE_FOG
fire_breath             * 技能號碼 145 SLOT_FIRE_BREATH
fireball                * 技能號碼 146 SLOT_FIREBALL
flamestrike             * 技能號碼 147 SLOT_FLAMESTRIKE
fly                     * 技能號碼 148 SLOT_FLY
frost_breath            * 技能號碼 149 SLOT_FROST_BREATH
gas_breath              * 技能號碼 150 SLOT_GAS_BREATH
gate                    * 技能號碼 151 SLOT_GATE
general_purpose         * 技能號碼 152 SLOT_GENERAL_PURPOSE
giant_strength          * 技能號碼 153 SLOT_GIANT_STRENGTH
harm                    * 技能號碼 154 SLOT_HARM
heal                    * 技能號碼 155 SLOT_HEAL
high_explosive          * 技能號碼 156 SLOT_HIGH_EXPLOSIVE
identify                * 技能號碼 157 SLOT_IDENTIFY
infravision             * 技能號碼 158 SLOT_INFRAVISION
invis                   * 技能號碼 159 SLOT_INVIS
know_alignment          * 技能號碼 160 SLOT_KNOW_ALIGNMENT
lightning_bolt          * 技能號碼 161 SLOT_LIGHTNING_BOLT
lightning_breath        * 技能號碼 162 SLOT_LIGHTNING_BREATH
magic_missile           * 技能號碼 163 SLOT_MAGIC_MISSILE
mass_invis              * 技能號碼 164 SLOT_MASS_INVIS
pass_door               * 技能號碼 165 SLOT_PASS_DOOR
poison                  * 技能號碼 166 SLOT_POISON
protection              * 技能號碼 167 SLOT_PROTECTION
refresh                 * 技能號碼 168 SLOT_REFRESH
remove_curse            * 技能號碼 169 SLOT_REMOVE_CURSE
sanctuary               * 技能號碼 170 SLOT_SANCTUARY
shield                  * 技能號碼 171 SLOT_SHIELD
shocking_grasp          * 技能號碼 172 SLOT_SHOCKING_GRASP
sleep                   * 技能號碼 173 SLOT_SLEEP
stone_skin              * 技能號碼 174 SLOT_STONE_SKIN
teleport                * 技能號碼 175 SLOT_TELEPORT
weaken                  * 技能號碼 176 SLOT_WEAKEN
word_of_recall          * 技能號碼 177 SLOT_WORD_OF_RECALL
flee                    * 技能號碼 178 SLOT_FLEE
sneak                   * 技能號碼 179 SLOT_SNEAK
hide                    * 技能號碼 180 SLOT_HIDE
king_road               * 技能號碼 181 SLOT_KING_ROAD
luburevenge             * 技能號碼 182 SLOT_LUBUREVENGE
pry                     * 技能號碼 183 SLOT_PRY
judge                   * 技能號碼 184 SLOT_JUDGE
hashin                  * 技能號碼 185 SLOT_HASHIN
eight_gun               * 技能號碼 186 SLOT_EIGHT_GUN
modo_slash              * 技能號碼 187 SLOT_MODO_SLASH
slash_light             * 技能編號 188 SLOT_SLASH_LIGHT
seven_key_numen         * 技能編號 189 SLOT_SEVEN_KEY_NUMEN
blood_ten               * 技能編號 190 SLOT_BLOOD_TEN
evil_king		* 技能編號 191 SLOT_EVIL_KING
shoot_sun		* 技能編號 192 SLOT_SHOOT_SUN
write_pen		* 技能編號 193 SLOT_WRITE_PEN
fly_nine		* 技能編號 194 SLOT_FLY_NINE
fire_elf                * 技能編號 195 SLOT_FIRE_ELF
dormancy                * 技能編號 196 SLOT_DORMANCY
physique                * 技能編號 197 SLOT_PHYSIQUE
meditation              * 技能編號 198 SLOT_MEDITATION
anti_physique           * 技能編號 199 SLOT_ANTI_PHYSIQUE
fixity                  * 技能編號 200 SLOT_FIXITY
venom                   * 技能編號 201 SLOT_VENOM
develop                 * 技能編號 202 SLOT_DEVELOP
repair                  * 技能號碼 203 SLOT_REPAIR
cook                    * 技能號碼 204 SLOT_COOK
steal                   * 技能號碼 205 SLOT_STEAL
pick                    * 技能號碼 206 SLOT_PICK
defloration             * 技能號碼 207 SLOT_DEFLORATION
cannibal                * 技能號碼 208 SLOT_CANNIBAL
wakeup                  * 技能編號 209 SLOT_WAKEUP
evil_power              * 技能編號 210 SLOT_EVIL_POWER
crash_weapon            * 技能號碼 211 SLOT_CRASH_WEAPON
bystander_fist          * 技能號碼 212 SLOT_BYSTANDER_FIST
flying_stone            * 技能號碼 213 SLOT_FLYING_STONE
slow                    * 技能號碼 214 SLOT_SLOW
mount                   * 技能號碼 215 SLOT_MOUNT
mobile_kill             * 技能號碼 216 SLOT_MOBILE_KILL  猛獸使用
mint                    * 技能編號 217 SLOT_MINE
mobile_steps            * 技能編號 218 SLOT_MOBILE_STEPS 猛獸使用
citizen                 * 技能編號 219 SLOT_CITIZEN      行人使用
fan_hammer              * 技能編號 220 SLOT_FAN_HAMMER
holy_fist               * 技能編號 221 SLOT_HOLY_FIST
fire_dragon             * 技能編號 222 SLOT_FIRE_DRAGON
cry_ghost               * 技能編號 223 SLOT_CRY_GHOST
rock_slash              * 技能編號 224 SLOT_ROCK_SLASH
dragon_shout            * 技能編號 225 SLOT_DRAGON_SHOUT
six_sword		* 技能編號 226 SLOT_SIX_SWORD
thunder_hammer		* 技能編號 227 SLOT_THUNDER_HAMMER
jade_eight		* 技能編號 228 SLOT_JADE_EIGHT
dragon_phoe		* 技能編號 229 SLOT_DRAGON_PHOE
dragon_heroism		* 技能編號 230 SLOT_DRAGON_HEROISM
eten                    * 技能編號 231 SLOT_ETEN
power_word              * 技能編號 232 SLOT_POWER_WORD
preserve                * 技能編號 233 SLOT_PRESERVE
cure_overdose		* 技能編號 234 SLOT_CURE_OVERDOSE
gold_shield             * 技能編號 235 SLOT_GOLD_SHIELD
iron_shield             * 技能編號 236 SLOT_IRON_SHIELD
deva_shield             * 技能編號 237 SLOT_DEVA_SHIELD
remeday                 * 技能編號 238 SLOT_REMEDAY
magic_power             * 技能編號 239 SLOT_MAGIC_POWER
taichi_fist		* 技能編號 240 SLOT_TAICHI_FIST
restore_staff           * 技能編號 241 SLOT_RESTORE_STAFF
mask                    * 技能編號 242 SLOT_MASK
detect_mask             * 技能編號 243 SLOT_DETECT_MASK
sparkler                * 技能編號 244 SLOT_SPARKLER
search                  * 技能編號 245 SLOT_SEARCH
swim                    * 技能編號 246 SLOT_SWIM
wind_blade              * 技能號碼 247 SLOT_WIND_BLADE
vacuum_wind             * 技能編號 248 SLOT_VACUUM_BLADE
dream_soul              * 技能編號 249 SLOT_DREAM_SOUL
abstract                * 技能編號 250 SLOT_ABSTRACT
haste                   * 技能編號 251 SLOT_HASTE
super_refresh           * 技能編號 252 SLOT_SUPER_REFRESH
dark_hell               * 技能編號 253 SLOT_DARK_HELL
six_god                 * 技能編號 254 SLOT_SIX_GOD
backstab                * 技能編號 255 SLOT_BACKSTAB
water_cloud_blast       * 技能編號 256 SLOT_WATER_CLOUD_BLAST
fun_wu_blast            * 技能編號 257 SLOT_FUN_WU_BLAST
magic_blast             * 技能編號 258 SLOT_MAGIC_BLAST
sky_blade               * 技能編號 259 SLOT_SKY_BLADE
dream_tear              * 技能編號 260 SLOT_DREAM_TEAR
free_steps		* 技能編號 261 SLOT_FREE_STEPS
seven_star              * 技能編號 262 SLOT_SEVEN_STAR
tree_touch              * 技能編號 263 SLOT_TREE_TOUCH
make_sword              * 技能編號 264 SLOT_MAKE_SWORD
tackle                  * 技能編號 265 SLOT_TACKLE
* 現行 repo 新增技能登錄區
* - 266 到 272 為 merc-fju-3.0 目前補入的新技能。
* - 主要用於軍旅 / 皇城 / 夜行 / 騎兵等 NPC 身份戰技，不屬舊站玩家技能主鏈。
military_blade          * 技能編號 266 SLOT_MILITARY_BLADE
military_steps          * 技能編號 267 SLOT_MILITARY_STEPS
imperial_sword          * 技能編號 268 SLOT_IMPERIAL_SWORD
imperial_steps          * 技能編號 269 SLOT_IMPERIAL_STEPS
night_blade             * 技能編號 270 SLOT_NIGHT_BLADE
shadowtrace_steps       * 技能編號 271 SLOT_SHADOW_NIGHT_STEPS
cavalry_lance           * 技能編號 272 SLOT_CAVALRY_LANCE
